name,state_abbr,lat,long,pop_estimate_2022,county_fips,division,full_name,place_fips,sum_lev,lsadc,display_name,address,url,highest_score,contact_place_id
Alameda,CA,37.7419107,-122.2599139,78280,,9,Alameda city,562,160,25,City of Alameda,"2263 Santa Clara Ave, Alameda, CA 94501, USA",https://www.alamedaca.gov,0.8,6542a2e8a129cb65b87a01bd
Greenville,AL,31.8430722,-86.6369515,7374,,6,Greenville city,31912,160,25,City of Greenville,"119 E Commerce St, Greenville, AL 36037, USA",https://www.greenvilleal.gov/,0.7297297297297297,6542a322a129cb65b87a8438
Winchester,VA,39.1738688,-78.1763562,28120,,5,Winchester city,86720,160,25,City of Winchester,"15 N Cameron St, Winchester, VA 22601, USA",https://www.winchesterva.gov,0.875,6542a371a129cb65b87b37b8
Cordova,AK,60.530138,-145.6420649,2609,,9,Cordova city,17410,160,25,City of Cordova,"601 1st St, Cordova, AK 99574, USA",http://www.cityofcordova.net/,0.8529411764705882,65a603f5c769fa16f65911f6
Bradley,AR,33.4665491,-92.1691559,10545,11,7,Bradley County,,50,6,Bradley County,"1479 S Main St, Warren, AR 71671, USA",https://portal.arkansas.gov/counties/bradley/,1.0,65a603f5c769fa16f6591500
Estill,SC,32.7538609,-81.241189,1821,,5,Estill town,23830,160,43,Town of Estill,"Estill, SC 29918, USA",https://townofestill.sc.gov/,0.7333333333333334,6542a2e8a129cb65b87a03af
Gaston,NC,35.2933443,-81.1772556,227943,71,5,Gaston County,,50,6,Gaston County,"128 W Main Ave, Gastonia, NC 28052, USA",https://gastongov.com,0.6666666666666667,6542a2e8a129cb65b87a0085
Poquoson,VA,37.1283599,-76.3035337,12460,,5,Poquoson city,63768,160,25,City of Poquoson,,https://www.ci.poquoson.va.us/,0.7317073170731707,6542a356a129cb65b87aecad
Geneva City School District,AL,31.0432403,-85.8739156,1252,,6,Geneva City School District,1640,970,0,Geneva City School District,"511 Panther Drive, Geneva, AL, 36340",https://www.gck12.com/,0.7857142857142857,65a603f5c769fa16f65914f6
Arkadelphia,AR,34.1273801,-93.0708515,10380,,7,Arkadelphia city,1870,160,25,City of Arkadelphia,"700 Clay St, Arkadelphia, AR 71923, USA",https://arkadelphia.gov/,0.7058823529411764,65a603f5c769fa16f659155b
Warrenton,VA,38.7178169,-77.797316,10057,,5,Warrenton town,83136,160,43,Town of Warrenton,"21 Main St, Warrenton, VA 20186, USA",https://www.warrentonva.gov/,0.7241379310344828,6542a35ba129cb65b87affc5
Mobile,AL,30.668426,-88.1002261,187041,,6,Mobile city,50000,160,25,City of Mobile,"Mobile Government Plaza, 205 Government St, Mobile, AL 36602, USA",http://www.cityofmobile.org,0.7941176470588236,65a603f5c769fa16f6591406
Escambia County School District,AL,31.0949486,-87.2605309,4208,,6,Escambia County School District,1350,970,0,Escambia County School District,"301 Belleville Ave, Brewton, AL, 36426",https://www.escambiak12.net/,0.8,65a603f5c769fa16f65914ed
Pope,AR,35.456557,-93.0268181,63381,115,7,Pope County,,50,6,Pope County,"4 Emergency Ln, Russellville, AR 72801, USA",http://www.popecountyar.gov,0.84375,65a603f5c769fa16f6591539
Woodruff,AR,35.1927768,-91.2445353,6269,147,7,Woodruff County,,50,6,Woodruff County,,https://woodruffcounty.arkansas.gov,0.6428571428571428,65a603f5c769fa16f6591524
Berryville,VA,39.1499271,-77.9831876,4574,,5,Berryville town,6968,160,43,Town of Berryville,"Berryville, VA 22611, USA",http://www.berryvilleva.gov,0.6296296296296297,6542a2eaa129cb65b87a0516
Chatom,AL,31.4691454,-88.2460188,1104,,6,Chatom town,14008,160,43,Town of Chatom,"44 W Front St, Chatom, AL 36518, USA",https://chatom.org,0.75,6542a30ea129cb65b87a4858
Chelsea,AL,33.326887,-86.6295188,14982,,6,Chelsea city,14104,160,25,City of Chelsea,"11611 Chelsea Rd, Chelsea, AL 35043, USA",https://www.cityofchelsea.com/,0.8,6542a31fa129cb65b87a78c4
Covington,VA,37.7810603,-79.9854337,5737,,5,Covington city,19728,160,25,City of Covington,,https://covington.va.us,0.6956521739130435,6542a313a129cb65b87a555c
Laurens,SC,34.5022471,-82.0207333,9335,,5,Laurens city,40615,160,25,City of Laurens,"126 E Public Square, Laurens, SC 29360, USA",http://www.cityoflaurenssc.com/,0.7741935483870968,6542a31da129cb65b87a72a8
Nome,AK,64.5057413,-165.4152873,3699,,9,Nome city,54920,160,25,City of Nome,"102 Division St, Nome, AK 99762, USA",http://www.nomealaska.org/,0.6923076923076923,6542a2e8a129cb65b87a01ea
Allentown,PA,40.5936476,-75.4783928,125845,,2,Allentown city,2000,160,25,City of Allentown,"435 Hamilton St, Allentown, PA 18101, USA",http://www.allentownpa.gov/,0.6896551724137931,6542a2e8a129cb65b87a0304
Dillon,SC,34.3901723,-79.3749638,28292,33,5,Dillon County,,50,6,Dillon County,"109 S 3rd Ave, Dillon, SC 29536, USA",https://www.dilloncountysc.org/,0.7096774193548387,6542a2eaa129cb65b87a06ac
Loris,SC,34.0574757,-78.8884197,2449,,5,Loris city,42730,160,25,City of Loris,"401 Walnut St, Loris, SC 29569, USA",https://www.cityoflorissc.com/,0.8387096774193549,6542a31da129cb65b87a72a8
Gassville,AR,36.2849489,-92.4868301,2171,,7,Gassville city,26050,160,25,City of Gassville,"204 S School St, Gassville, AR 72635, USA",https://www.cityofgassville.org/,0.75,6542a322a129cb65b87a84a8
Alexandria,LA,31.2934492,-92.4701887,45275,,7,Alexandria city,975,160,25,City of Alexandria,,http://www.cityofalexandriala.com,0.7333333333333334,6542a2e8a129cb65b87a02f8
Charleston,SC,32.8004582,-79.94248,408235,19,5,Charleston County,,50,6,Charleston County,"4045 Bridge View Dr, North Charleston, SC 29405, USA",http://www.charlestoncounty.org/,0.6875,6542a30ea129cb65b87a47d5
Irondale,AL,33.5399144,-86.6590824,13497,,6,Irondale city,37864,160,25,City of Irondale,"101 20th St S, Irondale, AL 35210, USA",https://cityofirondaleal.gov/,0.7837837837837838,65a603f5c769fa16f65913c0
Helena,AL,33.2834239,-86.8791769,20914,,6,Helena city,34024,160,25,City of Helena,"816 Hwy 52 W, Helena, AL 35080, USA",https://www.cityofhelena.org/,0.8275862068965517,6542a322a129cb65b87a84a8
Clarke,VA,39.1153068,-77.9907479,14783,43,5,Clarke County,,50,6,Clarke County,"101 Chalmers Ct # B, Berryville, VA 22611, USA",https://www.clarkecounty.gov/,0.7741935483870968,6542a34aa129cb65b87ad2ef
Hanahan,SC,32.931084,-80.0015825,20325,,5,Hanahan city,32065,160,25,City of Hanahan,"1255 Yeamans Hall Rd, Hanahan, SC 29410, USA",https://www.cityofhanahan.com/,0.8823529411764706,6542a323a129cb65b87a8816
Kuspuk School District,AK,61.5637115,-158.7525402,318,,9,Kuspuk School District,760,970,0,Kuspuk School District,"100 Boundary Ave, Aniak, AK, 99557",http://www.kuspuk.org,0.6956521739130435,6542a323a129cb65b87a85bf
Altoona,PA,40.5080517,-78.4011136,43963,,2,Altoona city,2184,160,25,City of Altoona,"1301 12th St, Altoona, PA 16601, USA",http://www.altoonapa.gov/,0.76,6542a2e8a129cb65b87a01bd
Lake City,SC,33.8677249,-79.7538846,5903,,5,Lake City city,39310,160,25,City of Lake City,"202 Kelley St, Lake City, SC 29560, USA",https://lakecitysc.gov/,0.6956521739130435,6542a2e8a129cb65b87a03af
Pageland,SC,34.7718922,-80.3892913,2456,,5,Pageland town,54025,160,43,Town of Pageland,"307 E McGregor St, Pageland, SC 29728, USA",http://townofpageland.com/,0.5769230769230769,65a603f5c769fa16f659158c
Unalaska City School District,AK,53.8905724,-166.5390816,346,,9,Unalaska City School District,720,970,0,Unalaska City School District,"55 E Broadway St, Unalaska, AK, 99685",http://www.ucsd.net,0.7307692307692308,65a603f5c769fa16f659129e
Morgan,AL,34.4544844,-86.8464021,123421,103,6,Morgan County,,50,6,Morgan County,"302 Lee St NE, Decatur, AL 35601, USA",https://morgancounty-al.gov/,0.7142857142857143,65a603f5c769fa16f65912d4
Randolph,AL,33.2964614,-85.4640637,21967,111,6,Randolph County,,50,6,Randolph County,,https://randolphcountyal.gov/,0.7837837837837838,65a603f5c769fa16f65912d8
Guntersville,AL,34.3679473,-86.2523225,8553,,6,Guntersville city,32416,160,25,City of Guntersville,"341 Gunter Ave, Guntersville, AL 35976, USA",https://guntersvilleal.org,0.6923076923076923,65a603f5c769fa16f65913a8
James City,VA,37.3248367,-76.7778878,78254,95,5,James City County,,50,6,James City County,"Building E, 101 Mounts Bay Rd, Williamsburg, VA 23185, USA",http://www.jamescitycountyva.gov,0.7111111111111111,6542a32ba129cb65b87a9a40
Stoughton,WI,42.9237688,-89.2225146,13173,,3,Stoughton city,77675,160,25,City of Stoughton,"207 S Forrest St, Stoughton, WI 53589, USA",https://www.cityofstoughton.com/,0.8648648648648649,6542a362a129cb65b87b14e4
Petersburg Borough School District,AK,56.9265161,-133.1208332,438,,9,Petersburg Borough School District,660,970,0,Petersburg Borough School District,"201 Charles W St, Petersburg, AK, 99833",http://www.pcsd.us,0.7,65a603f5c769fa16f65914e8
American Fork,UT,40.3778768,-111.7950737,33337,,8,American Fork city,1310,160,25,City of American Fork,"31 Church St, American Fork, UT 84003, USA",https://www.americanfork.gov/,0.7631578947368421,6542a2eaa129cb65b87a0551
Culpeper,VA,38.4702917,-77.9997639,20062,,5,Culpeper town,20752,160,43,Town of Culpeper,"400 S Main St #105, Culpeper, VA 22701, USA",https://www.culpeperva.gov/,0.7407407407407407,6542a30ba129cb65b87a3f9e
Easley,SC,34.8173327,-82.5844118,22921,,5,Easley city,21985,160,25,City of Easley,"205 N 1st St, Easley, SC 29640, USA",https://www.cityofeasley.com/,0.8666666666666667,6542a31fa129cb65b87a78c4
Grant,AL,34.5181726,-86.2604297,1039,,6,Grant town,31096,160,43,Town of Grant,"4766 Main St, Grant, AL 35747, USA",http://www.grantal.org,0.782608695652174,6542a323a129cb65b87a85bf
King and Queen,VA,37.7177719,-76.9055814,6608,97,5,King and Queen County,,50,6,King and Queen County,"242 Allens Cir g, King and Queen Court House, VA 23085, USA",https://kingandqueenco.net,0.7307692307692308,6542a331a129cb65b87aa0f2
Talladega,AL,33.3693135,-86.1759302,82149,121,6,Talladega County,,50,6,Talladega County,"1 Court Sq S, Talladega, AL 35160, USA",http://talladegacountyal.org/,0.7586206896551724,65a603f5c769fa16f65912e9
Sebastian,AR,35.1969808,-94.2749889,127799,131,7,Sebastian County,,50,6,Sebastian County,"35 S 6th St room g-6, Fort Smith, AR 72901, USA",http://www.sebastiancountyar.gov/,0.7021276595744681,65a603f5c769fa16f6591543
Farmington,AR,36.0365815,-94.2524659,7584,,7,Farmington city,23170,160,25,City of Farmington,"354 W Main St, Farmington, AR 72730, USA",http://www.cityoffarmingtonar.com/,0.7083333333333333,65a603f5c769fa16f65915ed
Greenbrier,AR,35.2288429,-92.3835676,5707,,7,Greenbrier city,28510,160,25,City of Greenbrier,"11 Wilson Farm Rd, Greenbrier, AR 72058, USA",https://www.gogreenbrier.com/,0.7435897435897436,65a603f5c769fa16f6591611
Boise City,ID,43.6002334,-116.2298,235684,,8,Boise City city,8830,160,25,City of Boise City,"150 N Capitol Blvd, Boise, ID 83702, USA",http://www.cityofboise.org/,0.84375,6542a305a129cb65b87a34aa
Newberry,SC,34.2822542,-81.6014605,10691,,5,Newberry city,49570,160,25,City of Newberry,,https://www.cityofnewberry.com/,0.7741935483870968,6542a31da129cb65b87a72a8
Colbert County School District,AL,34.7039919,-87.7563852,2621,,6,Colbert County School District,840,970,0,Colbert County School District,"425 Highway 72 West, Tuscumbia, AL, 35674",https://www.colbertk12.org/,0.9,65a603f5c769fa16f65914dc
De Queen,AR,34.0422445,-94.3421327,6105,,7,De Queen city,18490,160,25,City of De Queen,"220 N 2nd St, De Queen, AR 71832, USA",http://www.cityofdequeen.com,0.7666666666666666,6542a31fa129cb65b87a78c4
Rocky Mount,VA,37.0043976,-79.8847624,4903,,5,Rocky Mount town,68496,160,43,Town of Rocky Mount,"345 Donald Ave, Rocky Mount, VA 24151, USA",http://www.rockymountva.org,0.84375,6542a35aa129cb65b87afa14
Dallas County School District,AL,32.3874229,-87.0831673,2488,,6,Dallas County School District,1110,970,0,Dallas County School District,"429 Lauderdale St, Selma, AL, 36701",https://www.dallask12.org/,0.896551724137931,65a603f5c769fa16f65914e6
Izard,AR,36.0948792,-91.9136252,13577,65,7,Izard County,,50,6,Izard County,"87 E Main St, Melbourne, AR 72556, USA",https://www.izardcountyar.org/,0.7692307692307692,65a603f5c769fa16f6591521
Central,SC,34.723733,-82.7796537,5247,,5,Central town,13015,160,43,Town of Central,"1067 W Main St, Central, SC 29630, USA",http://www.cityofcentral.org/,0.7586206896551724,6542a322a129cb65b87a84a8
Fitchburg,WI,42.9857823,-89.4253343,29609,,3,Fitchburg city,25950,160,25,City of Fitchburg,"5520 Lacy Rd, Fitchburg, WI 53711, USA",http://www.fitchburgwi.gov/,0.6785714285714286,6542a305a129cb65b87a35af
Front Royal,VA,38.9249525,-78.1834257,15011,,5,Front Royal town,29968,160,43,Town of Front Royal,"102 E Main St, Front Royal, VA 22630, USA",https://www.frontroyalva.com/,0.7073170731707317,6542a31fa129cb65b87a783c
Hazel Park,MI,42.4619261,-83.0976927,14983,,3,Hazel Park city,37420,160,25,City of Hazel Park,"111 E 9 Mile Rd, Hazel Park, MI 48030, USA",https://www.hazelpark.org,0.6799999999999999,6542a2eaa129cb65b87a06ac
Colbert,AL,34.703112,-87.8014569,57227,33,6,Colbert County,,50,6,Colbert County,"201 N Main St, Tuscumbia, AL 35674, USA",http://www.colbertcounty.org/,0.7435897435897436,65a603f5c769fa16f65912b2
Blount,AL,33.9773575,-86.56644,59134,9,6,Blount County,,50,6,Blount County,"306 2nd Ave, Hayden, AL 35079, USA",https://blountcountyal.gov/,0.6896551724137931,6542a302a129cb65b87a2f50
Winston,AL,34.1545665,-87.3653458,23540,133,6,Winston County,,50,6,Winston County,,https://www.sos.alabama.gov/city-county-lookup/winston,1.0,65a603f5c769fa16f65912ec
Clarke County School District,AL,31.6300389,-87.8371938,2171,,6,Clarke County School District,720,970,0,Clarke County School District,"155 W Cobb St, Grove Hill, AL, 36451",https://www.clarkecountyschools.org/,0.8181818181818181,65a603f5c769fa16f65914d8
Agawam Town,MA,42.0638908,-72.6529587,28692,,1,Agawam Town city,840,160,25,City of Agawam Town,"36 Main St, Agawam, MA 01001, USA",http://www.agawam.ma.us/,0.6666666666666667,6542a2e8a129cb65b87a01bd
Luray,VA,38.6648087,-78.4550292,4831,,5,Luray town,47528,160,43,Town of Luray,"Town Hall, 45 E Main St, Luray, VA 22835, USA",http://www.townofluray.com,0.7428571428571429,6542a338a129cb65b87ab3bc
Nassau,NY,40.7296118,-73.5894144,1395774,59,2,Nassau County,,50,6,Nassau County,"1550 Franklin Ave, Mineola, NY 11501, USA",http://www.nassaucountyny.gov/,0.7692307692307692,6542a346a129cb65b87ace71
Ohio,WV,40.100323,-80.6199004,42425,69,5,Ohio County,,50,6,Ohio County,"1500 Chapline St # 215, Wheeling, WV 26003, USA",https://www.ohiocountywv.gov/,0.7631578947368421,6542a34fa129cb65b87adb95
Orange,VA,38.2478452,-78.1131865,4880,,5,Orange town,59496,160,43,Town of Orange,"Orange, VA 22960, USA",http://www.townoforangeva.org,0.8787878787878788,6542a34fa129cb65b87add88
Seneca,SC,34.6810588,-82.9656036,8850,,5,Seneca city,65095,160,25,City of Seneca,"621 N Townville St, Seneca, SC 29678, USA",http://www.seneca.sc.us/,0.6666666666666667,6542a2e8a129cb65b87a03af
Coffee,AL,31.402258,-85.9896022,53465,31,6,Coffee County,,50,6,Coffee County,"2, County complex, New Brockton, AL 36351, USA",http://www.coffeecounty.us/,0.7297297297297297,65a603f5c769fa16f65912b1
Henry County School District,AL,31.4830214,-85.2633632,2530,,6,Henry County School District,1740,970,0,Henry County School District,"300 N Trawick Street, Abbeville, AL, 36310",https://www.henrycountyboe.org/,0.7948717948717949,65a603f5c769fa16f65914fd
White,AR,35.2551175,-91.7530339,76822,145,7,White County,,50,6,White County,"411 N Spruce St # 102, Searcy, AR 72143, USA",http://www.whitecountyar.org/,0.7631578947368421,65a603f5c769fa16f659154a
Albany,GA,31.5781167,-84.1762242,69647,,5,Albany city,1052,160,25,City of Albany,"222 Pine Ave, Albany, GA 31701, USA",https://www.albanyga.gov,0.7916666666666666,6542a2e8a129cb65b87a01bd
Alexandria,KY,38.9678178,-84.3846006,10341,,6,Alexandria city,802,160,25,City of Alexandria,"8236 W Main St, Alexandria, KY 41001, USA",https://alexandriaky.org/,0.6944444444444444,6542a2e8a129cb65b87a02f6
Davenport,IA,41.5568204,-90.6039479,101724,,4,Davenport city,19000,160,25,City of Davenport,"226 W 4th St, Davenport, IA 52801, USA",https://www.davenportiowa.com/,0.6666666666666667,6542a36da129cb65b87b2b85
Giles,VA,37.3180719,-80.698321,16787,71,5,Giles County,,50,6,Giles County,"203 N Main St, Pearisburg, VA 24134, USA",https://virginiasmtnplayground.com/,0.8974358974358975,6542a320a129cb65b87a7c9a
Saluda,SC,34.0052784,-81.7279033,18862,81,5,Saluda County,,50,6,Saluda County,"111 Law Enforcement Dr, Saluda, SC 29138, USA",https://saludacounty.sc.gov/,0.7142857142857143,6542a35ba129cb65b87affad
Williston,SC,33.4016631,-81.4218989,2877,,5,Williston town,77965,160,43,Town of Williston,"154 Harley Rd, Williston, SC 29853, USA",http://www.williston-sc.com/,0.875,6542a371a129cb65b87b3690
Denver,CO,39.7618502,-104.8811054,715522,,8,Denver city,20000,160,25,City of Denver,"1437 Bannock St, Denver, CO 80202, USA",https://denvergov.org/,0.7272727272727273,6542a2e8a129cb65b87a0085
East Lansing,MI,42.7489125,-84.4824417,47741,,3,East Lansing city,24120,160,25,City of East Lansing,"410 Abbot Rd, East Lansing, MI 48823, USA",http://www.cityofeastlansing.com/,0.7333333333333334,6542a317a129cb65b87a6486
Lexington,SC,33.9928771,-81.2217971,23568,,5,Lexington town,41335,160,43,Town of Lexington,"111 Maiden Ln, Lexington, SC 29072, USA",https://www.lexsc.gov/,0.782608695652174,6542a2e8a129cb65b87a01ea
Medford,MA,42.4238438,-71.1092309,59659,,1,Medford city,39835,160,25,City of Medford,"85 George P Hassett Dr, Medford, MA 02155, USA",https://www.medfordma.org/,0.7027027027027026,6542a33da129cb65b87abec3
Aliso Viejo,CA,33.57921,-117.7288978,52176,,9,Aliso Viejo city,947,160,25,City of Aliso Viejo,"12 Journey, Aliso Viejo, CA 92656, USA",https://avcity.org/,0.75,6542a2e8a129cb65b87a0085
Fairfax,VA,38.8531833,-77.2990252,24146,,5,Fairfax city,26496,160,25,City of Fairfax,"10455 Armstrong St, Fairfax, VA 22030, USA",https://www.fairfaxva.gov/,0.7692307692307692,6542a2e8a129cb65b87a01bd
Galax,VA,36.6656397,-80.9143083,6720,,5,Galax city,30208,160,25,City of Galax,,http://www.galaxva.com,0.7307692307692308,65a603f5c769fa16f659147e
Orangeburg,SC,33.4917822,-80.8673878,13240,,5,Orangeburg city,53080,160,25,City of Orangeburg,,https://www.orangeburg.sc.us/,0.6590909090909092,6542a34fa129cb65b87add9f
Patrick,VA,36.6671385,-80.286413,17608,141,5,Patrick County,,50,6,Patrick County,"106 Rucker St #218, Stuart, VA 24171, USA",https://www.co.patrick.va.us/,0.6551724137931034,65a603f5c769fa16f6591295
Macon,AL,32.3870267,-85.692887,19532,87,6,Macon County,,50,6,Macon County,,https://maconalabama.com/,0.72,6542a2e8a129cb65b87a01bd
Shelby,AL,33.2630428,-86.6780894,223024,117,6,Shelby County,,50,6,Shelby County,"200 W College St, Columbiana, AL 35051, USA",http://www.shelbyal.com/,0.6857142857142857,65a603f5c769fa16f65912e6
Chambers County School District,AL,32.8721554,-85.3222296,3158,,6,Chambers County School District,600,970,0,Chambers County School District,"1298  AVC Drive, Lafayette, AL, 36862",https://www.chambersk12.org/,0.7666666666666666,65a603f5c769fa16f65914dc
Cave Springs,AR,36.2684299,-94.2195028,5495,,7,Cave Springs city,12340,160,25,City of Cave Springs,"134 N Main St, Cave Springs, AR 72718, USA",https://www.cavespringsar.gov/,0.7,6542a30ba129cb65b87a3f9e
Florence,SC,34.1779101,-79.7901041,39899,,5,Florence city,25810,160,25,City of Florence,"4308 Khale Street, Florence, SC 29501, USA",https://www.cityofflorence.com/,1.0,6542a31da129cb65b87a72a8
Hamburg,AR,33.2247552,-91.7972469,2536,,7,Hamburg city,29500,160,25,City of Hamburg,"305 E Adams St, Hamburg, AR 71646, USA",http://www.cityofhamburg.com/,0.7666666666666666,6542a31fa129cb65b87a78c4
Albert Lea,MN,43.6542926,-93.3641484,18492,,4,Albert Lea city,694,160,25,City of Albert Lea,"221 E Clark St E, Albert Lea, MN 56007, USA",https://cityofalbertlea.org/,0.75,6542a2eca129cb65b87a083e
